year,month,day,hour,season,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,Airlevel,cbwd_new
2013,11,10,7,3,39,7,58.79,1024,15,cv,1,0,0,2,5
2013,11,10,8,3,45,6,54.88,1024,15,NW,1,0,0,2,5
2013,11,10,9,3,41,7,58.79,1025,15,NW,2,0,0,2,5
2013,11,10,10,3,45,7,55.15,1025,16,cv,1,0,0,2,5
2013,11,10,11,3,37,4,42.02,1025,17,NW,3,0,0,2,5
2013,11,10,12,3,41,5,45.07,1024,17,NW,5,0,0,2,5
2013,11,10,13,3,39,5,42.32,1022,18,NE,3,0,0,2,5
2013,11,10,14,3,37,4,42.02,1021,17,NE,7,0,0,2,5
2013,11,10,15,3,35,5,45.07,1020,17,NE,12,0,0,1,5
2013,11,10,16,3,33,5,45.07,1020,17,NW,4,0,0,1,5
2013,11,10,17,3,32,6,48.31,1020,17,NW,8,0,0,1,5
2013,11,10,18,3,35,6,48.31,1021,17,NE,5,0,0,1,5
2013,11,10,19,3,38,6,51.48,1021,16,NW,4,0,0,2,5
2013,11,10,20,3,51,6,54.88,1022,15,NW,8,0,0,2,5
2013,11,10,21,3,42,7,58.79,1023,15,NE,3,0,0,2,5
2013,11,10,22,3,59,7,58.79,1023,15,NW,2,0,0,2,5
2013,11,10,23,3,59,7,62.71,1024,14,NW,4,0,0,2,5
2013,11,11,0,3,50,7,62.71,1024,14,NW,7,0,0,2,5
2013,11,11,1,3,48,6,58.54,1023,14,NW,10,0,0,2,5
2013,11,11,2,3,41,6,58.54,1023,14,NW,12,0,0,2,5
2013,11,11,3,3,43,6,62.48,1023,13,NW,14,0,0,2,5
2013,11,11,4,3,31,6,62.48,1022,13,NW,16,0,0,1,5
2013,11,11,5,3,45,6,62.48,1022,13,NW,18,0,0,2,5
2013,11,11,6,3,44,6,62.48,1022,13,NW,19,0,0,2,5
2013,11,11,7,3,46,7,66.93,1022,13,NW,20,0,0,2,5
2013,11,11,8,3,40,7,66.93,1023,13,NW,21,0,0,2,5
2013,11,11,9,3,35,8,67.15,1024,14,cv,1,0,0,1,5
2013,11,11,10,3,35,7,58.79,1024,15,NE,3,0,0,1,5
2013,11,11,11,3,43,7,58.79,1023,15,NE,6,0,0,2,5
2013,11,11,12,3,47,7,58.79,1022,15,NE,9,0,0,2,5
2013,11,11,13,3,35,8,59.04,1021,16,NE,11,0,0,1,5
2013,11,11,14,3,37,8,62.95,1020,15,NE,15,0,0,2,5
2013,11,11,15,3,28,7,58.79,1019,15,NE,19,0,0,1,5
2013,11,11,16,3,24,7,58.79,1019,15,NE,24,0,0,1,5
2013,11,11,17,3,25,7,62.71,1019,14,NE,27,0,0,1,5
2013,11,11,18,3,29,7,62.71,1020,14,NE,32,0,0,1,5
2013,11,11,19,3,28,8,71.66,1020,13,NE,37,0,0,1,5
2013,11,11,20,3,37,7,62.71,1021,14,NE,41,0,0,2,5
2013,11,11,21,3,27,7,66.93,1022,13,NE,45,0,0,1,5
2013,11,11,22,3,27,7,66.93,1022,13,NE,50,0,0,1,5
2013,11,11,23,3,27,7,66.93,1022,13,NE,54,0,0,1,5
2013,11,12,0,3,32,7,66.93,1022,13,NE,57,0,0,1,5
2013,11,12,1,3,38,8,76.52,1022,12,cv,1,0,0,2,5
2013,11,12,2,3,45,8,76.52,1021,12,NW,2,0,0,2,5
2013,11,12,3,3,32,8,81.75,1021,11,NW,4,0,0,1,5
2013,11,12,4,3,37,8,76.52,1021,12,NW,6,0,0,2,5
2013,11,12,5,3,28,8,76.52,1021,12,NW,8,0,0,1,5
2013,11,12,6,3,31,8,81.75,1021,11,cv,1,0,0,1,5
2013,11,12,7,3,33,8,76.52,1022,12,cv,2,0,0,1,5
2013,11,12,8,3,36,9,81.88,1022,12,cv,3,0,0,2,5
2013,11,12,9,3,36,9,81.88,1023,12,cv,4,0,0,2,5
2013,11,12,10,3,33,9,76.68,1024,13,SW,2,0,0,1,5
2013,11,12,11,3,52,9,71.85,1023,14,cv,1,0,0,2,5
2013,11,12,12,3,57,7,58.79,1022,15,NE,3,0,0,2,5
2013,11,12,13,3,50,6,51.48,1021,16,NE,6,0,0,2,5
2013,11,12,14,3,36,6,45.36,1019,18,NE,10,0,0,2,5
2013,11,13,0,3,35,9,76.68,1021,13,SW,2,0,0,1,5
2013,11,13,1,3,33,9,76.68,1021,13,cv,0,0,0,1,5
2013,11,13,2,3,34,9,76.68,1021,13,cv,1,0,0,1,5
2013,11,13,3,3,36,9,76.68,1020,13,NW,2,0,0,2,5
2013,11,13,4,3,47,9,76.68,1020,13,cv,1,0,0,2,5
2013,11,13,5,3,40,9,81.88,1020,12,NW,2,0,0,2,5
2013,11,13,6,3,44,9,81.88,1019,12,cv,1,0,0,2,5
2013,11,13,7,3,41,8,71.66,1020,13,NW,2,0,0,2,5
2013,11,13,8,3,57,9,76.68,1020,13,NW,3,0,0,2,5
2013,11,13,9,3,52,9,76.68,1021,13,cv,1,0,0,2,5
2013,11,13,10,3,49,9,76.68,1021,13,NE,3,0,0,2,5
2013,11,13,11,3,55,10,87.57,1021,12,NE,7,0,0,2,5
2013,11,13,12,3,73,9,81.88,1021,12,NE,11,0,0,2,5
2013,11,13,13,3,52,8,76.52,1019,12,NW,5,0,0,2,5
2013,11,13,14,3,55,8,76.52,1018,12,NE,6,0,0,2,5
2013,11,13,15,3,60,8,71.66,1018,13,NE,11,0,0,2,5
2013,11,13,16,3,50,8,71.66,1018,13,NE,16,0,0,2,5
2013,11,13,17,3,37,8,71.66,1019,13,NE,21,0,0,2,5
2013,11,13,18,3,28,8,71.66,1020,13,NE,26,0,0,1,5
2013,11,13,19,3,28,8,71.66,1021,13,NE,31,0,0,1,5
2013,11,13,20,3,28,8,71.66,1022,13,NE,34,0,0,1,5
2013,11,13,21,3,32,8,76.52,1023,12,NW,2,0,0,1,5
2013,11,13,22,3,40,8,76.52,1024,12,cv,1,0,0,2,5
2013,11,13,23,3,45,8,76.52,1025,12,NW,1,0,0,2,5
2013,11,14,0,3,52,7,71.47,1025,12,cv,1,0,0,2,5
2013,11,14,1,3,49,7,71.47,1025,12,cv,2,0,0,2,5
2013,11,14,2,3,54,8,81.75,1025,11,cv,2,0,0,2,5
2013,11,14,3,3,43,8,76.52,1025,12,cv,3,0,0,2,5
2013,11,14,4,3,47,8,76.52,1025,12,cv,3,0,0,2,5
2013,11,14,5,3,61,9,87.47,1025,11,cv,3,0,0,2,5
2013,11,14,6,3,55,8,76.52,1025,12,cv,3,0,0,2,5
2013,11,14,7,3,58,9,87.47,1025,11,cv,3,0,0,2,5
2013,11,14,8,3,63,9,87.47,1026,11,cv,3,0,0,2,5
2013,11,14,9,3,67,10,82.01,1027,13,SW,1,0,0,2,5
2013,11,14,10,3,69,9,71.85,1027,14,cv,1,0,0,2,5
2013,11,14,11,3,67,9,67.36,1027,15,cv,2,0,0,2,5
2013,11,14,12,3,63,2,36.47,1026,17,cv,4,0,0,2,5
2013,11,14,13,3,59,2,34.24,1025,18,SE,2,0,0,2,5
2013,11,14,14,3,60,3,36.77,1023,18,cv,2,0,0,2,5
2013,11,14,15,3,56,2,34.24,1022,18,cv,3,0,0,2,5
2013,11,14,16,3,66,3,34.54,1022,19,SE,2,0,0,2,5
2013,11,14,17,3,76,3,36.77,1022,18,SE,4,0,0,3,5
2013,11,14,18,3,69,5,51.2,1023,15,cv,1,0,0,2,5
2013,11,14,19,3,74,7,66.93,1023,13,cv,1,0,0,2,5
2013,11,14,20,3,94,6,62.48,1024,13,cv,2,0,0,3,5
2013,11,14,21,3,97,6,58.54,1025,14,cv,3,0,0,3,5
2013,11,14,22,3,78,8,71.66,1026,13,cv,4,0,0,3,5
2013,11,14,23,3,86,8,76.52,1026,12,cv,5,0,0,3,5
2013,11,15,0,3,84,8,76.52,1026,12,SW,1,0,0,3,5
2013,11,15,1,3,84,6,58.54,1025,14,cv,1,0,0,3,5
2013,11,15,2,3,94,7,71.47,1025,12,SW,1,0,0,3,5
2013,11,15,3,3,91,8,76.52,1025,12,cv,0,0,0,3,5
2013,11,15,4,3,99,8,76.52,1024,12,cv,0,0,0,3,5
2013,11,15,5,3,91,9,81.88,1024,12,SW,1,0,0,3,5
2013,11,15,6,3,95,8,76.52,1024,12,cv,1,0,0,3,5
2013,11,15,7,3,93,7,71.47,1024,12,cv,2,0,0,3,5
2013,11,15,8,3,95,8,76.52,1025,12,cv,3,0,0,3,5
2013,11,15,9,3,104,8,71.66,1026,13,SW,1,0,0,3,5
2013,11,15,10,3,112,8,67.15,1026,14,cv,0,0,0,3,5
2013,11,15,11,3,110,7,58.79,1026,15,cv,1,0,0,3,5
2013,11,15,12,3,101,6,48.31,1024,17,cv,2,0,0,3,5
2013,11,15,15,3,69,4,42.02,1021,17,cv,1,0,0,2,5
2013,11,15,16,3,56,2,34.24,1020,18,SE,3,0,0,2,5
2013,11,15,17,3,58,4,39.46,1021,18,SE,5,0,0,2,5
2013,11,15,18,3,70,5,48.03,1021,16,SE,7,0,0,2,5
2013,11,15,19,3,86,6,54.88,1022,15,SE,9,0,0,3,5
2013,11,15,20,3,88,7,58.79,1024,15,cv,1,0,0,3,5
2013,11,15,21,3,98,8,67.15,1025,14,cv,2,0,0,3,5
2013,11,15,22,3,92,8,76.52,1025,12,cv,3,0,0,3,5
2013,11,15,23,3,96,8,81.75,1026,11,cv,3,0,0,3,5
2013,11,16,0,3,100,8,87.38,1026,10,cv,4,0,0,3,5
2013,11,16,1,3,101,8,87.38,1026,10,cv,4,0,0,3,5
2013,11,16,2,3,101,8,87.38,1026,10,cv,4,0,0,3,5
2013,11,16,3,3,114,8,87.38,1026,10,cv,4,0,0,3,5
2013,11,16,4,3,102,8,87.38,1025,10,cv,5,0,0,3,5
2013,11,16,5,3,101,8,93.45,1025,9,cv,5,0,0,3,5
2013,11,16,6,3,96,7,93.4,1025,8,cv,5,0,0,3,5
2013,11,16,7,3,93,7,93.4,1026,8,cv,5,0,0,3,5
2013,11,16,8,3,91,8,93.45,1026,9,cv,6,0,0,3,5
2013,11,16,10,3,149,10,76.84,1027,14,cv,7,0,0,4,5
2013,11,16,11,3,153,10,67.57,1027,16,SW,2,0,0,5,5
2013,11,16,12,3,130,9,55.67,1026,18,SW,3,0,0,4,5
2013,11,16,13,3,108,9,52.3,1025,19,cv,1,0,0,3,5
2013,11,16,14,3,90,7,45.65,1023,19,NE,3,0,0,3,5
2013,11,16,15,3,78,7,42.9,1023,20,SE,2,0,0,3,5
2013,11,16,16,3,87,8,45.93,1022,20,NE,2,0,0,3,5
2013,11,16,17,3,87,8,48.87,1023,19,SE,3,0,0,3,5
2013,11,16,18,3,113,8,52.02,1023,18,SE,5,0,0,3,5
2013,11,16,19,3,126,8,55.41,1024,17,SE,7,0,0,4,5
2013,11,16,20,3,153,9,76.68,1024,13,cv,0,0,0,5,5
2013,11,16,21,3,158,9,76.68,1025,13,cv,0,0,0,5,5
2013,11,16,22,3,148,9,81.88,1025,12,cv,0,0,0,4,5
2013,11,16,23,3,105,9,87.47,1025,11,cv,0,0,0,3,5
2013,11,17,0,3,107,9,87.47,1025,11,SW,2,0,0,3,5
2013,11,17,1,3,145,9,87.47,1024,11,cv,0,0,0,4,5
2013,11,17,2,3,146,9,93.5,1024,10,cv,0,0,0,4,5
2013,11,17,3,3,148,8,87.38,1024,10,cv,0,0,0,4,5
2013,11,17,4,3,150,8,87.38,1023,10,cv,0,0,0,4,5
2013,11,17,5,3,167,7,87.28,1023,9,cv,0,0,0,5,5
2013,11,17,6,3,154,8,93.45,1023,9,cv,0,0,0,5,5
2013,11,17,7,3,162,8,93.45,1023,9,SW,1,0,0,5,5
2013,11,17,8,3,158,8,93.45,1024,9,cv,0,0,0,5,5
2013,11,17,9,3,177,10,93.55,1024,11,cv,0,0,0,5,5
2013,11,17,10,3,179,10,82.01,1025,13,cv,1,0,0,5,5
2013,11,17,11,3,159,10,72.04,1024,15,NE,2,0,0,5,5
2013,11,17,12,3,142,10,63.41,1024,17,cv,1,0,0,4,5
2013,11,17,13,3,124,10,59.54,1022,18,cv,2,0,0,4,5
2013,11,17,14,3,117,10,59.54,1021,18,SE,2,0,0,4,5
2013,11,17,15,3,109,10,59.54,1020,18,NE,2,0,0,3,5
2013,11,17,16,3,86,10,63.41,1021,17,NE,5,0,0,3,5
2013,11,17,17,3,107,10,63.41,1021,17,NE,8,0,0,3,5
2013,11,17,18,3,192,10,67.57,1022,16,NW,3,0,0,5,5
2013,11,17,19,3,149,11,77.01,1023,15,NW,6,0,0,4,5
2013,11,17,20,3,144,10,72.04,1024,15,NW,8,0,0,4,5
2013,11,17,21,3,133,10,76.84,1025,14,NW,10,0,0,4,5
2013,11,17,22,3,127,10,76.84,1025,14,cv,1,0,0,4,5
2013,11,17,23,3,123,10,82.01,1026,13,cv,2,0,0,4,5
2013,11,18,0,3,152,9,87.47,1025,11,cv,3,0,0,5,5
2013,11,18,1,3,151,10,87.57,1025,12,cv,4,0,0,5,5
2013,11,18,2,3,160,10,87.57,1025,12,SW,1,0,0,5,5
2013,11,18,3,3,164,10,87.57,1025,12,cv,1,0,0,5,5
2013,11,18,4,3,177,11,93.6,1024,12,cv,1,0,0,5,5
2013,11,18,5,3,196,10,93.55,1024,11,cv,2,0,0,5,5
2013,11,18,6,3,195,10,93.55,1024,11,cv,3,0,0,5,5
2013,11,18,7,3,197,10,93.55,1025,11,cv,4,0,0,5,5
2013,11,18,8,3,190,9,93.5,1025,10,cv,4,0,0,5,5
2013,11,18,9,3,196,11,93.6,1026,12,NW,1,0,0,5,5
2013,11,18,11,3,181,11,72.23,1027,16,cv,1,0,0,5,5
2013,11,18,12,3,191,11,63.64,1026,18,cv,2,0,0,5,5
2013,11,18,13,3,184,10,59.54,1024,18,cv,3,0,0,5,5
2013,11,18,14,3,195,10,55.93,1023,19,cv,4,0,0,5,5
2013,11,18,15,3,163,9,52.3,1022,19,cv,6,0,0,5,5
2013,11,18,16,3,151,8,45.93,1021,20,SE,2,0,0,5,5
2013,11,18,17,3,135,9,52.3,1022,19,NE,2,0,0,4,5
2013,11,18,18,3,157,9,55.67,1022,18,cv,1,0,0,5,5
2013,11,18,19,3,156,11,72.23,1023,16,cv,2,0,0,5,5
2013,11,18,20,3,173,11,72.23,1023,16,SE,2,0,0,5,5
2013,11,18,21,3,179,11,87.66,1024,13,cv,1,0,0,5,5
2013,11,18,22,3,171,10,87.57,1025,12,cv,1,0,0,5,5
2013,11,18,23,3,167,11,93.6,1025,12,SW,1,0,0,5,5
2013,11,19,0,3,198,10,87.57,1025,12,cv,1,0,0,5,5
2013,11,19,1,3,179,10,93.55,1025,11,cv,1,0,0,5,5
2013,11,19,2,3,161,10,93.55,1024,11,cv,1,0,0,5,5
2013,11,19,3,3,164,9,93.5,1024,10,cv,1,0,0,5,5
2013,11,19,4,3,178,9,93.5,1023,10,cv,1,0,0,5,5
2013,11,19,5,3,215,9,93.5,1023,10,cv,1,0,0,5,5
2013,11,19,6,3,228,8,93.45,1023,9,cv,1,0,0,5,5
2013,11,19,7,3,235,8,93.45,1023,9,NW,1,0,0,5,5
2013,11,19,8,3,280,10,93.55,1023,11,cv,0,0,0,6,5
2013,11,19,9,3,269,10,87.57,1024,12,NW,2,0,0,6,5
2013,11,19,10,3,239,11,87.66,1024,13,cv,1,0,0,5,5
2013,11,19,11,3,241,12,87.75,1024,14,cv,2,0,0,5,5
2013,11,19,12,3,223,11,77.01,1023,15,cv,2,0,0,5,5
2013,11,19,13,3,214,11,72.23,1022,16,cv,3,0,0,5,5
2013,11,19,14,3,194,12,77.17,1020,16,cv,4,0,0,5,5
2013,11,19,15,3,230,12,72.42,1019,17,SW,2,0,0,5,5
2013,11,19,16,3,189,12,72.42,1019,17,cv,1,0,0,5,5
2013,11,19,17,3,172,11,72.23,1019,16,SW,2,0,0,5,5
2013,11,19,18,3,153,11,72.23,1019,16,SW,3,0,0,5,5
2013,11,19,19,3,136,12,82.27,1020,15,cv,0,0,0,4,5
2013,11,19,20,3,183,12,82.27,1020,15,cv,0,0,0,5,5
2013,11,19,21,3,189,11,77.01,1021,15,cv,0,0,0,5,5
2013,11,19,22,3,174,12,82.27,1021,15,cv,0,0,0,5,5
2013,11,19,23,3,177,12,87.75,1021,14,cv,0,0,0,5,5
2013,11,20,0,3,151,12,87.75,1022,14,cv,0,0,0,5,5
2013,11,20,1,3,144,12,87.75,1021,14,cv,0,0,0,4,5
2013,11,20,2,3,148,11,82.14,1020,14,cv,0,0,0,4,5
2013,11,20,3,3,179,12,87.75,1020,14,cv,0,0,0,5,5
2013,11,20,4,3,187,12,93.65,1020,13,cv,0,0,0,5,5
2013,11,20,8,3,207,11,87.66,1020,13,SW,1,0,0,5,5
2013,11,20,9,3,211,12,87.75,1021,14,SW,2,0,0,5,5
2013,11,20,10,3,228,12,82.27,1021,15,cv,1,0,0,5,5
2013,11,20,11,3,241,12,82.27,1021,15,cv,2,0,0,5,5
2013,11,20,12,3,259,11,67.78,1020,17,SW,1,0,0,6,5
2013,11,20,13,3,268,12,72.42,1019,17,SW,2,0,0,6,5
2013,11,20,14,3,222,12,67.99,1017,18,cv,1,0,0,5,5
2013,11,20,15,3,176,12,67.99,1017,18,SE,2,0,0,5,5
2013,11,20,16,3,172,11,63.64,1016,18,SW,2,0,0,5,5
2013,11,20,17,3,201,11,63.64,1016,18,SW,4,0,0,5,5
2013,11,20,18,3,234,12,72.42,1017,17,cv,1,0,0,5,5
2013,11,20,19,3,271,12,77.17,1018,16,cv,1,0,0,6,5
2013,11,20,20,3,258,12,77.17,1018,16,cv,1,0,0,6,5
2013,11,20,21,3,251,12,82.27,1019,15,cv,1,0,0,6,5
2013,11,20,22,3,236,11,82.14,1019,14,cv,1,0,0,5,5
2013,11,20,23,3,196,12,87.75,1019,14,cv,1,0,0,5,5
2013,11,21,0,3,173,12,77.17,1019,16,SW,2,0,0,5,5
2013,11,21,1,3,163,11,77.01,1019,15,cv,1,0,0,5,5
2013,11,21,2,3,203,12,82.27,1019,15,SE,2,0,0,5,5
2013,11,21,3,3,175,12,87.75,1018,14,cv,1,0,0,5,5
2013,11,21,4,3,174,12,87.75,1018,14,cv,1,0,0,5,5
2013,11,21,5,3,169,13,93.7,1018,14,cv,2,0.3,0.3,5,5
2013,11,21,6,3,170,13,93.7,1018,14,cv,2,1.4,1.7,5,5
2013,11,21,7,3,182,12,87.75,1018,14,cv,2,0.9,2.6,5,5
2013,11,21,8,3,182,13,93.7,1018,14,NW,1,0.2,2.8,5,5
2013,11,21,9,3,194,13,93.7,1018,14,cv,1,1.5,4.3,5,5
2013,11,21,10,3,245,13,93.7,1019,14,cv,2,0.7,5,5,5
2013,11,21,13,3,132,12,87.75,1017,14,NW,5,0,0,4,5
2013,11,21,16,3,120,12,87.75,1016,14,NW,4,0,0,4,5
2013,11,21,17,3,134,11,82.14,1016,14,NW,8,0,0,4,5
2013,11,21,18,3,156,11,82.14,1017,14,NW,10,0,0,5,5
2013,11,21,19,3,124,12,87.75,1017,14,NW,12,0,0,4,5
2013,11,21,20,3,125,12,87.75,1018,14,NW,14,0,0,4,5
2013,11,21,21,3,135,11,87.66,1019,13,NW,17,0,0,4,5
2013,11,21,22,3,135,12,93.65,1020,13,NE,2,0,0,4,5
2013,11,21,23,3,131,12,93.65,1020,13,cv,1,0,0,4,5
2013,11,22,0,3,140,12,87.75,1020,14,cv,2,0,0,4,5
2013,11,22,1,3,150,12,93.65,1020,13,cv,3,0,0,4,5
2013,11,22,2,3,145,12,93.65,1020,13,cv,4,0,0,4,5
2013,11,22,3,3,137,12,93.65,1019,13,cv,5,0,0,4,5
2013,11,22,4,3,110,12,93.65,1019,13,NW,2,0,0,3,5
2013,11,22,5,3,120,12,93.65,1019,13,cv,1,0,0,4,5
2013,11,22,6,3,125,12,93.65,1019,13,cv,2,0,0,4,5
2013,11,22,9,3,124,12,93.65,1020,13,NW,1,0,0,4,5
2013,11,22,10,3,124,12,93.65,1020,13,cv,1,0,0,4,5
2013,11,22,11,3,101,12,87.75,1019,14,NW,2,0,0,3,5
2013,11,22,12,3,122,12,82.27,1019,15,cv,0,0,0,4,5
2013,11,22,13,3,155,12,87.75,1018,14,NW,1,0,0,5,5
2013,11,22,14,3,157,12,87.75,1016,14,NE,2,0.1,0.1,5,5
2013,11,22,15,3,124,12,87.75,1015,14,NE,4,0,0,4,5
2013,11,22,16,3,136,12,82.27,1015,15,NE,6,0,0,4,5
2013,11,22,17,3,140,12,82.27,1015,15,NE,8,0,0,4,5
2013,11,22,18,3,140,12,82.27,1015,15,NE,11,0,0,4,5
2013,11,22,19,3,121,12,87.75,1016,14,NE,14,0,0,4,5
2013,11,22,20,3,72,12,87.75,1017,14,NE,17,0,0,2,5
2013,11,22,21,3,81,12,87.75,1017,14,NW,3,0,0,3,5
2013,11,22,22,3,77,12,87.75,1018,14,NW,7,0,0,3,5
2013,11,22,23,3,90,12,93.65,1018,13,NW,10,0,0,3,5
2013,11,23,0,3,93,11,87.66,1018,13,NW,14,0,0,3,5
2013,11,23,1,3,76,11,87.66,1017,13,NW,16,0,0,3,5
2013,11,23,2,3,71,11,87.66,1017,13,NW,18,0,0,2,5
2013,11,23,3,3,54,11,87.66,1017,13,NW,21,0.2,0.2,2,5
2013,11,23,4,3,39,11,93.6,1017,12,NW,25,0,0,2,5
2013,11,23,5,3,38,11,93.6,1017,12,NE,4,0.1,0.1,2,5
2013,11,23,11,3,46,7,66.93,1018,13,NE,10,0,0,2,5
2013,11,23,12,3,52,7,66.93,1017,13,NE,15,0,0,2,5
2013,11,23,13,3,49,7,66.93,1016,13,NE,19,0,0,2,5
2013,11,23,14,3,56,7,66.93,1015,13,NE,24,0,0,2,5
2013,11,23,15,3,38,5,58.29,1015,13,NE,31,0,0,2,5
2013,11,23,16,3,37,5,62.24,1015,12,NE,38,0,0,2,5
2013,11,23,17,3,33,5,66.49,1016,11,NE,44,0,0,1,5
2013,11,23,18,3,42,5,71.07,1018,10,NE,50,0,0,2,5
2013,11,23,19,3,33,5,76.01,1020,9,NW,4,0,0,1,5
2013,11,23,20,3,39,5,76.01,1021,9,NW,6,0,0,2,5
2013,11,23,21,3,55,5,76.01,1023,9,NW,8,0.4,0.4,2,5
2013,11,23,22,3,39,6,81.48,1025,9,cv,1,0.4,0.8,2,5
2013,11,23,23,3,33,4,75.84,1027,8,SE,3,0.2,1,1,5
2013,11,24,0,3,38,4,75.84,1028,8,SE,5,0.4,1.4,2,5
2013,11,24,1,3,38,5,87.09,1028,7,SW,3,3.3,4.7,2,5
2013,11,24,2,3,36,5,87.09,1029,7,SW,7,2.5,7.2,2,5
2013,11,24,3,3,40,4,81.2,1028,7,SW,11,1.9,9.1,2,5
2013,11,24,4,3,49,5,87.09,1029,7,SW,14,0.6,9.7,2,5
2013,11,24,5,3,35,5,87.09,1028,7,SW,15,0,0,1,5
2013,11,24,6,3,51,5,87.09,1028,7,cv,1,0,0,2,5
2013,11,24,7,3,38,5,93.29,1029,6,SE,1,0,0,2,5
2013,11,24,8,3,45,5,87.09,1029,7,cv,1,0,0,2,5
2013,11,24,9,3,49,6,87.19,1029,8,SE,2,0,0,2,5
2013,11,24,10,3,38,6,76.18,1029,10,SW,2,0,0,2,5
2013,11,24,11,3,46,5,66.49,1029,11,SW,5,0,0,2,5
2013,11,24,12,3,47,1,41.14,1027,14,SE,3,0,0,2,5
2013,11,24,13,3,58,-2,30.98,1025,15,SE,5,0,0,2,5
2013,11,24,14,3,36,1,38.56,1023,15,SW,3,0,0,2,5
2013,11,24,15,3,44,1,38.56,1022,15,SW,7,0,0,2,5
2013,11,24,16,3,46,-1,31.28,1021,16,cv,3,0,0,2,5
2013,11,24,17,3,42,1,41.14,1021,14,SW,3,0,0,2,5
2013,11,24,18,3,51,2,47.17,1021,13,SE,3,0,0,2,5
2013,11,24,19,3,50,1,43.9,1022,13,SE,7,0,0,2,5
2013,11,24,20,3,55,1,50.08,1022,11,SE,9,0,0,2,5
2013,11,24,21,3,49,1,50.08,1023,11,cv,1,0,0,2,5
2013,11,24,22,3,48,1,53.53,1023,10,cv,2,0,0,2,5
2013,11,24,23,3,44,2,61.51,1023,9,cv,3,0,0,2,5
2013,11,25,0,3,43,3,70.67,1022,8,cv,4,0,0,2,5
2013,11,25,1,3,45,3,70.67,1021,8,cv,5,0,0,2,5
2013,12,1,13,4,156,6,54.88,1026,15,SW,2,0,0,5,5
2013,12,1,14,4,121,7,55.15,1025,16,SW,4,0,0,4,5
2013,12,1,15,4,114,6,48.31,1024,17,SE,2,0,0,3,5
2013,12,1,16,4,114,4,44.78,1023,16,SW,2,0,0,3,5
2013,12,1,17,4,115,4,44.78,1023,16,cv,1,0,0,3,5
2013,12,1,18,4,137,6,66.71,1023,12,cv,1,0,0,4,5
2013,12,1,19,4,146,6,76.18,1024,10,cv,1,0,0,4,5
2013,12,1,20,4,147,6,81.48,1025,9,cv,1,0,0,4,5
2013,12,1,21,4,178,6,87.19,1025,8,cv,1,0,0,5,5
2013,12,1,22,4,168,6,93.35,1025,7,cv,1,0,0,5,5
2013,12,1,23,4,195,6,93.35,1025,7,cv,1,0,0,5,5
2013,12,2,0,4,194,6,93.35,1025,7,cv,1,0,0,5,5
2013,12,2,1,4,199,5,87.09,1024,7,cv,1,0,0,5,5
2013,12,2,2,4,196,5,93.29,1023,6,cv,1,0,0,5,5
2013,12,2,3,4,229,5,93.29,1023,6,cv,1,0,0,5,5
2013,12,2,4,4,245,5,100,1022,5,cv,1,0,0,5,5
2013,12,2,5,4,238,4,93.24,1022,5,cv,1,0,0,5,5
2013,12,2,6,4,270,3,93.19,1021,4,cv,1,0,0,6,5
2013,12,2,7,4,262,3,93.19,1022,4,cv,1,0,0,6,5
2013,12,2,8,4,260,3,100,1022,3,cv,1,0,0,6,5
2013,12,2,9,4,302,4,93.24,1022,5,cv,1,0,0,6,5
2013,12,2,10,4,304,7,100,1023,7,cv,2,0,0,6,5
2013,12,2,11,4,301,8,87.38,1022,10,cv,2,0,0,6,5
2013,12,2,12,4,265,8,71.66,1021,13,cv,2,0,0,6,5
2013,12,2,13,4,240,7,58.79,1019,15,NE,2,0,0,5,5
2013,12,2,14,4,162,6,54.88,1018,15,cv,1,0,0,5,5
2013,12,2,15,4,166,6,54.88,1017,15,NE,2,0,0,5,5
2013,12,2,16,4,155,6,54.88,1017,15,cv,1,0,0,5,5
2013,12,2,17,4,129,6,58.54,1017,14,cv,2,0,0,4,5
2013,12,2,18,4,150,7,66.93,1018,13,NW,2,0,0,4,5
2013,12,2,19,4,152,7,81.61,1019,10,NW,3,0,0,5,5
2013,12,2,20,4,173,7,87.28,1020,9,NW,4,0,0,5,5
2013,12,2,21,4,190,8,87.38,1021,10,cv,1,0,0,5,5
2013,12,2,22,4,186,8,87.38,1021,10,cv,1,0,0,5,5
2013,12,2,23,4,241,6,87.19,1022,8,cv,1,0,0,5,5
2013,12,3,0,4,275,7,93.4,1022,8,cv,1,0,0,6,5
2013,12,3,1,4,294,6,87.19,1022,8,cv,1,0,0,6,5
2013,12,3,2,4,287,6,93.35,1021,7,cv,1,0,0,6,5
2013,12,3,5,4,235,5,93.29,1022,6,cv,1,0,0,5,5
2013,12,3,6,4,236,4,93.24,1023,5,cv,1,0,0,5,5
2013,12,3,7,4,243,3,93.19,1024,4,cv,1,0,0,5,5
2013,12,3,8,4,271,2,93.13,1024,3,cv,1,0,0,6,5
2013,12,3,9,4,278,4,93.24,1025,5,cv,1,0,0,6,5
2013,12,3,10,4,292,8,93.45,1025,9,cv,1,0,0,6,5
2013,12,3,11,4,299,8,81.75,1025,11,SW,2,0,0,6,5
2013,12,3,12,4,293,7,66.93,1025,13,SW,4,0,0,6,5
